index,celebid,pid,letter1,letter2,letter3,letter4,letter5,totalvotes
113848,186594,0,I,S,F,J,,1
113849,186598,0,I,S,F,J,,1
113850,186687,0,E,S,F,P,,1
113851,186761,0,I,S,T,J,,1
113852,187831,0,I,S,F,J,,1
113853,188307,0,I,S,F,P,,1
113854,188394,0,I,S,T,J,,1
113855,189189,0,I,S,T,J,,1
113856,190522,0,I,S,F,J,,1
113857,190716,0,I,S,F,J,,1
113858,191474,0,E,N,T,J,,1
113859,191500,0,I,S,T,J,,1
113860,192193,0,I,S,T,J,,1
113861,193097,0,E,S,T,J,,1
113862,193210,0,I,S,F,P,,1
113863,194713,0,I,S,F,P,,1
113864,194758,0,E,S,F,P,,1
113865,195726,0,I,S,F,J,,1
113866,196316,0,I,S,T,J,,1
113867,197147,0,E,S,F,P,,3
113868,199316,0,I,S,F,J,,1
113869,199970,0,I,S,F,J,,1
113870,200756,0,E,S,T,J,,1
113871,200894,0,I,S,T,J,,1
113872,201005,0,I,S,F,P,,1
113873,201006,0,I,S,F,P,,1
113874,201007,0,I,S,F,J,,1
113875,201040,0,E,S,F,J,,1
113876,201367,0,I,S,T,J,,1
113877,201368,0,I,S,F,J,,1
113878,201369,0,I,S,F,J,,1
113879,201390,0,E,S,T,J,,1
113880,202584,0,I,S,T,J,,1
113881,202585,0,I,S,F,J,,1
113882,202586,0,I,S,T,J,,1
113883,202587,0,I,S,T,J,,1
113884,202590,0,I,S,T,J,,1
113885,202702,0,E,S,F,J,,1
113886,202867,0,E,S,F,P,,1
113887,205307,0,E,S,T,J,,1
113888,205834,0,E,S,T,P,,4
113889,205835,0,I,S,F,P,,1
113890,206481,0,I,S,T,J,,1
113891,206746,0,I,S,F,J,,1
113892,207943,0,I,S,F,P,,1
113893,207946,0,I,S,F,P,,1
113894,207949,0,I,S,F,P,,1
113895,208029,0,I,S,F,J,,1
113896,208264,0,I,S,T,J,,1
113897,208338,0,I,S,T,J,,1
113898,210647,0,I,S,F,P,,1
113899,210928,0,I,S,T,P,,1
113900,210929,0,I,S,T,J,,1
113901,210930,0,I,S,F,P,,1
113902,210938,0,I,S,F,P,,1
113903,210939,0,I,S,F,J,,1
113904,210972,0,I,S,T,J,,1
113905,211076,0,I,S,F,P,,1
113906,211077,0,I,S,F,P,,1
113907,211078,0,I,S,F,J,,1
113908,211517,0,I,S,F,J,,1
113909,212471,0,I,S,F,P,,1
113910,216906,0,E,S,F,J,,2
113911,216964,0,I,S,F,P,,1
113912,216965,0,I,S,F,J,,1
113913,216968,0,I,S,F,J,,1
113914,216971,0,I,S,F,P,,1
113915,216978,0,I,S,F,P,,1
113916,217008,0,I,S,T,J,,1
113917,217009,0,I,S,F,P,,1
113918,217320,0,I,S,F,P,,1
113919,218529,0,E,S,F,J,,1
113920,218546,0,I,S,T,J,,1
113921,219292,0,I,S,T,J,,1
113922,220295,0,I,S,T,J,,1
113923,220941,0,I,S,F,J,,1
113924,221695,0,I,S,T,J,,1
113925,221696,0,I,S,F,P,,1
113926,221759,0,I,S,F,P,,1
113927,221767,0,I,S,F,J,,1
113928,222606,0,I,S,T,J,,1
113929,223583,0,E,S,F,J,,1
113930,223584,0,I,S,T,J,,1
113931,223590,0,E,N,F,P,,2
113932,223821,0,I,S,F,P,,1
113933,224361,0,I,S,F,J,,1
113934,224367,0,E,S,F,P,,1
113935,224390,0,I,S,T,P,,1
113936,224410,0,I,S,F,P,,1
113937,224499,0,I,S,T,P,,1
113938,224509,0,I,S,F,J,,1
113939,224510,0,I,S,F,J,,1
113940,224532,0,I,S,F,P,,1
113941,224578,0,I,S,F,P,,1
113942,224589,0,E,S,F,J,,1
113943,224813,0,I,S,T,P,,1
113944,225045,0,E,S,T,P,,1
113945,225784,0,I,S,F,J,,1
113946,226589,0,I,S,F,J,,1
113947,227141,0,I,S,T,J,,1
113948,227251,0,E,S,F,J,,1
113949,227305,0,I,S,F,J,,1
113950,227612,0,I,S,T,J,,1
113951,227618,0,I,S,F,J,,1
113952,227650,0,I,S,T,J,,1
113953,228866,0,I,S,F,J,,1
113954,229984,0,I,S,T,J,,1
113955,230000,0,I,S,T,J,,1
113956,230004,0,I,S,T,J,,1
113957,230203,0,E,S,F,P,,3
113958,230207,0,I,S,F,P,,1
113959,230585,0,I,S,F,P,,1
113960,230923,0,I,S,T,J,,1
113961,232398,0,I,S,F,P,,1
113962,233093,0,I,S,F,J,,1
113963,233099,0,E,N,F,J,,1
113964,233181,0,I,S,T,J,,1
113965,233267,0,I,S,T,J,,1
113966,233375,0,I,S,T,J,,1
113967,233376,0,I,S,T,J,,1
113968,233452,0,I,S,F,P,,1
113969,233992,0,I,S,F,P,,1
113970,233993,0,I,S,F,P,,1
113971,233995,0,I,S,F,J,,1
113972,234019,0,I,S,F,P,,1
113973,237163,0,I,S,F,P,,1
113974,237173,0,I,S,F,P,,1
113975,237764,0,I,S,T,J,,1
113976,246702,0,E,S,F,P,,1
113977,252894,0,I,S,F,J,,1
113978,253496,0,I,S,F,J,,1
113979,266906,0,I,S,F,J,,1
113980,267978,0,I,S,T,J,,1
113981,271726,0,I,S,T,P,,1
113982,272328,0,I,S,F,J,,1
113983,278059,0,I,S,F,J,,1
113984,278068,0,E,S,F,J,,1
113985,282499,0,I,S,T,J,,1
113986,291243,0,I,S,T,J,,1
113987,296619,0,I,S,F,J,,1
113988,306364,0,I,S,F,J,,1
113989,306365,0,I,S,F,P,,1
113990,306657,0,E,S,F,P,,1
113991,318886,0,E,S,F,J,,1
113992,330840,0,E,S,F,P,,1
113993,341198,0,I,S,F,J,,1
113994,342817,0,E,S,F,P,,1
113995,343798,0,E,S,F,P,,1
113996,344017,0,I,S,F,P,,1
113997,346754,0,I,S,F,J,,1
113998,348396,0,I,S,T,J,,1
113999,348402,0,I,S,F,P,,1
114000,349291,0,I,S,F,J,,1
114001,349646,0,I,S,T,J,,1
114002,354649,0,I,S,F,P,,1
114003,354654,0,I,S,F,P,,1
114004,354695,0,E,S,F,J,,1
114005,357602,0,I,S,F,P,,1
114006,357605,0,I,S,F,P,,1
114007,358205,0,I,N,T,P,,1
114008,358206,0,E,N,F,P,,3
114009,361356,0,I,S,F,J,,1
114010,373963,0,I,S,F,J,,1
114011,380824,0,I,S,F,P,,1
114012,380833,0,I,S,F,P,,1
114013,380838,0,I,S,T,J,,1
114014,380877,0,E,N,T,J,,1
114015,385946,0,E,S,F,P,,1
114016,392287,0,I,S,T,P,,1
114017,392288,0,I,S,F,J,,1
114018,410345,0,I,S,F,P,,1
114019,411519,0,I,S,T,P,,1
114020,419389,0,I,S,T,P,,1
114021,420604,0,E,S,F,P,,1
114022,420606,0,I,S,F,P,,1
114023,420639,0,I,S,T,J,,1
114024,420679,0,I,S,F,P,,1
114025,420680,0,I,S,T,J,,1
114026,420681,0,I,S,F,J,,1
114027,420682,0,I,S,F,P,,1
114028,424633,0,I,S,T,J,,1
114029,438051,0,E,S,F,P,,1
114030,438052,0,I,S,F,P,,1
114031,438053,0,E,S,F,P,,1
114032,438055,0,E,S,F,P,,1
114033,438056,0,E,S,T,P,,1
114034,438123,0,E,S,T,J,,1
114035,438127,0,I,S,T,J,,1
114036,471399,0,I,S,T,J,,1
114037,474258,0,I,S,T,J,,1
114038,489914,0,I,S,F,J,,1
114039,492833,0,I,S,F,P,,1
114040,500741,0,E,S,F,P,,1
114041,514347,0,E,N,F,P,,1
114042,514348,0,E,N,F,P,,1
114043,517746,0,I,S,F,P,,1
114044,517766,0,I,S,T,J,,1
114045,518133,0,I,S,T,J,,1
114046,555882,0,I,S,T,J,,1
114047,595579,0,I,S,F,P,,1
114048,595582,0,E,S,T,P,,1
114049,160167,0,E,N,T,J,,1
114050,164887,0,E,N,T,P,,1
114051,184248,0,E,N,T,J,,1
114052,548250,0,I,S,F,P,,1
114053,765337,0,E,N,T,J,,1
114054,449,0,E,S,T,P,,3260
114055,70,0,E,N,F,J,,3588
114056,2304,0,E,S,F,J,,1052
114057,330,0,I,N,T,P,,673
114058,312,0,E,S,F,P,,586
114059,71,0,E,S,T,P,,461
114060,343,0,I,N,F,J,,402
114061,345,0,I,S,T,J,,415
114062,315,0,E,N,T,J,,354
114063,321,0,E,S,T,P,,332
114064,74,0,E,S,F,P,,330
114065,72,0,E,S,F,P,,320
114066,75,0,I,S,F,J,,255
114067,311,0,E,S,T,P,,221
114068,77,0,I,S,T,J,,225
114069,73,0,I,S,T,J,,168
