12272,35531,4,S,C,U,A,I,1
12273,88394,4,S,L,U,A,I,1
12274,97190,4,S,C,U,A,N,2
12275,99108,4,S,C,U,A,I,1
12276,104107,4,S,C,U,A,I,2
12277,149429,4,R,L,U,A,I,3
12278,414405,4,S,L,O,A,I,8
12279,11745,4,S,C,U,A,I,1
12280,22612,4,S,C,O,E,I,2
12281,24260,4,R,C,O,A,I,3
12282,28123,4,R,L,U,A,I,1
12283,28205,4,S,L,U,E,N,1
12284,58366,4,S,C,O,A,I,2
12285,74073,4,R,L,O,A,I,2
12286,90627,4,S,C,U,E,I,2
12287,254240,4,S,C,U,A,I,2
12288,358602,4,R,C,U,A,N,1
12289,19866,4,S,L,U,A,I,1
12290,20075,4,S,C,U,E,N,1
12291,93075,4,S,C,U,A,I,1
12292,128945,4,S,C,U,E,I,1
12293,251997,4,S,C,O,A,I,2
12294,20084,4,R,C,O,A,N,1
12295,23613,4,R,L,U,A,I,4
12296,29854,4,S,C,U,A,I,1
12297,30490,4,S,L,O,A,N,1
12298,50291,4,R,C,O,A,I,2
12299,54859,4,S,C,U,A,I,2
12300,58340,4,S,C,U,A,I,1
12301,8007,4,R,L,U,E,N,1
12302,11707,4,S,C,O,A,I,2
12303,16714,4,S,C,O,A,I,2
12304,32146,4,R,C,O,E,I,1
12305,34165,4,S,C,O,A,I,1
12306,37231,4,S,C,U,A,I,1
12307,44695,4,R,C,O,E,I,2
12308,206115,4,S,L,U,A,N,1
12309,22589,4,S,C,U,A,I,2
12310,22605,4,S,C,O,A,N,3
12311,25870,4,R,C,U,A,I,1
12312,34085,4,S,C,O,A,N,1
12313,42945,4,S,L,U,A,N,3
12314,55532,4,S,C,O,A,N,2
12315,58352,4,S,C,O,A,I,3
12316,170147,4,R,L,U,A,I,2
12317,225989,4,R,L,U,A,I,3
12318,16294,4,S,L,O,A,I,1
12319,22599,4,S,C,U,E,I,1
12320,33615,4,S,L,U,A,N,2
12321,33669,4,R,L,U,A,I,2
12322,47554,4,S,L,U,E,I,1
12323,61173,4,S,C,O,E,N,3
12324,85658,4,R,C,U,A,I,3
12325,87901,4,S,C,U,A,N,1
12326,105099,4,R,C,O,A,N,1
12327,23614,4,R,C,U,A,N,1
12328,36650,4,S,L,U,A,I,3
12329,36657,4,S,L,O,A,N,1
12330,42125,4,S,C,U,A,I,1
12331,43722,4,S,C,O,A,I,2
12332,70929,4,S,L,U,E,I,2
12333,99382,4,S,C,O,E,I,2
12334,125877,4,R,L,U,A,I,4
12335,167591,4,S,L,O,A,N,1
12336,812747,4,S,C,U,A,I,6
12337,9679,4,S,C,O,E,N,1
12338,19273,4,S,C,O,A,I,2
12339,21402,4,R,C,O,A,I,1
12340,23179,4,S,C,O,A,I,1
12341,41855,4,S,L,U,A,I,1
12342,42935,4,S,C,O,A,I,1
12343,43076,4,S,C,U,A,N,1
12344,47294,4,R,L,U,A,I,2
12345,49938,4,S,C,U,A,I,2
12346,58424,4,S,C,O,A,I,1
12347,99471,4,S,C,O,A,N,1
12348,131503,4,S,C,U,A,I,2
12349,197150,4,S,C,U,E,N,1
12350,206136,4,S,L,U,A,N,1
12351,11554,4,S,C,U,E,I,1
12352,20093,4,S,L,U,E,N,2
12353,22546,4,S,C,U,E,N,2
12354,45265,4,S,L,O,E,I,1
12355,47658,4,S,C,O,A,I,2
12356,103789,4,S,C,O,A,I,1
12357,155103,4,R,C,O,A,I,1
12358,229924,4,R,C,O,A,N,1
12359,20675,4,R,C,O,A,N,2
12360,23609,4,R,L,U,E,I,1
12361,33346,4,R,C,U,A,I,1
12362,57368,4,S,L,O,A,I,1
12363,61194,4,S,C,O,A,N,2
12364,64089,4,S,C,U,A,N,1
12365,108043,4,S,C,U,A,I,2
12366,124313,4,S,C,U,E,I,1
12367,126010,4,R,C,O,A,N,1
12368,242292,4,S,L,O,A,N,2
12369,420393,4,S,C,U,A,I,3
12370,511416,4,S,C,U,A,I,3
12371,28544,4,S,C,U,A,I,1
12372,35748,4,S,C,O,A,I,2
12373,50205,4,R,C,O,A,I,2
12374,92982,4,R,C,U,A,I,1
12375,109815,4,S,L,O,A,I,3
12376,110365,4,R,C,O,A,I,1
12377,110768,4,S,C,O,E,I,1
12378,122825,4,S,C,U,A,I,1
12379,152998,4,R,C,O,A,I,1
12380,193822,4,S,C,U,A,I,1
12381,197971,4,S,C,U,A,I,1
12382,251983,4,S,C,U,A,I,4
12383,29249,4,S,C,O,E,I,1
12384,35906,4,S,C,U,E,I,1
12385,42828,4,S,C,U,A,I,1
12386,51649,4,R,L,U,A,I,1
12387,74057,4,S,L,O,A,I,4
12388,102697,4,S,C,U,A,I,1
12389,174155,4,R,C,U,A,N,3
12390,33557,4,S,C,U,A,N,2
12391,34077,4,R,L,O,A,N,2
12392,36649,4,R,C,O,A,N,1
12393,37291,4,S,C,O,A,N,1
12394,39937,4,S,C,U,A,I,4
12395,58363,4,S,C,O,A,I,2
12396,74070,4,R,L,U,A,I,1
12397,88069,4,R,C,O,A,I,2
12398,89913,4,S,C,U,A,I,1
12399,123346,4,R,C,O,A,N,2
12400,127793,4,R,C,U,E,N,1
12401,153828,4,S,L,U,E,I,1
12402,257917,4,S,C,U,A,I,1
12403,277744,4,R,C,U,A,I,3
12404,339529,4,S,C,O,A,I,1
12405,350890,4,R,C,O,A,I,2
12406,12098,4,R,C,O,E,N,1
12407,20293,4,S,C,O,A,I,2
12408,32835,4,S,C,U,A,I,2
12409,33568,4,S,C,U,A,N,1
12410,33597,4,R,C,O,A,N,1
12411,43494,4,S,C,O,A,I,1
12412,44737,4,S,C,U,A,I,1
12413,47768,4,S,L,O,E,I,1
12414,50522,4,S,C,U,E,I,2
12415,54862,4,S,C,O,A,I,1
12416,55019,4,S,L,O,E,N,2
12417,90620,4,S,L,U,A,I,1
12418,196318,4,S,C,U,A,I,2
12419,208211,4,R,C,U,E,I,1
12420,257306,4,S,C,U,A,I,1
12421,293285,4,S,L,U,E,I,1
12422,20108,4,R,C,O,E,N,2
12423,44741,4,R,L,O,A,N,1
12424,58361,4,S,C,O,E,I,2
12425,66271,4,S,C,U,A,I,1
12426,131818,4,S,L,U,A,I,1
12427,299751,4,S,L,O,A,I,1
12428,321875,4,R,C,U,E,I,2
12429,338450,4,S,L,O,E,I,1
12430,428119,4,R,C,U,A,I,1
12431,517974,4,R,C,U,E,N,2
12432,14932,4,S,C,O,A,I,2
12433,21961,4,R,L,U,A,N,1
12434,118425,4,S,L,O,A,N,1
12435,131492,4,S,C,U,A,N,2
12436,141982,4,S,L,U,A,I,2
12437,226590,4,S,C,U,A,I,1
12438,253521,4,S,C,U,A,N,1
12439,266606,4,R,C,O,A,I,2
12440,271132,4,S,L,U,E,I,1
12441,282037,4,S,L,U,A,I,4
12442,293964,4,R,L,U,A,I,2
12443,306672,4,R,C,U,A,N,1
12444,349184,4,R,C,U,A,I,2
