index,celebid,pid,letter1,letter2,letter3,letter4,letter5,totalvotes
227037,481810,8,C,h,l,a,n,2
227038,485365,8,S,a,o,m,i,1
227039,539199,8,P,h,l,a,n,1
227040,481803,8,P,h,o,m,i,1
227041,481809,8,C,h,l,e,g,1
227042,481812,8,M,e,o,l,e,1
227043,481819,8,C,h,n,g,u,1
227044,481888,8,M,e,o,l,e,1
227045,557444,8,M,e,o,m,i,1
227046,262554,8,P,h,l,a,n,1
227047,470875,8,M,e,o,l,e,1
227048,67206,8,C,h,n,g,u,88
227049,28951,8,S,a,o,m,i,78
227050,30586,8,S,a,l,a,n,64
227051,32091,8,P,h,o,m,i,75
227052,342070,8,S,a,o,m,i,51
227053,74999,8,S,a,o,l,e,29
227054,225796,8,C,h,o,m,i,42
227055,288628,8,C,h,l,a,n,31
227056,388016,8,M,e,o,l,e,10
227057,160708,8,S,a,l,a,n,17
227058,48440,8,S,a,o,m,i,33
227059,200049,8,S,a,o,m,i,24
227060,30581,8,P,h,n,g,u,19
227061,27079,8,S,a,o,l,e,15
227062,131448,8,S,a,o,m,i,12
227063,130458,8,S,a,o,l,e,12
227064,231609,8,S,a,o,m,i,19
227065,39160,8,P,h,n,g,u,8
227066,39165,8,P,h,l,a,n,12
227067,27071,8,P,h,o,m,i,9
227068,346322,8,C,h,o,m,i,31
227069,90883,8,M,e,o,l,e,28
227070,64345,8,S,a,o,m,i,10
227071,111559,8,C,h,n,g,u,17
227072,212396,8,S,a,l,e,g,12
227073,129360,8,M,e,l,e,g,22
227074,38958,8,S,a,o,l,e,10
227075,402320,8,C,h,n,g,u,24
227076,60624,8,S,a,l,e,g,9
227077,258267,8,P,h,l,a,n,6
227078,202897,8,P,h,l,a,n,5
227079,42376,8,S,a,o,l,e,8
