index,celebid,pid,letter1,letter2,letter3,letter4,letter5,totalvotes
184170,233099,2,3,1,7,,,1
184171,233267,2,1,3,5,,,1
184172,233452,2,4,9,6,,,1
184173,233992,2,4,1,6,,,1
184174,233993,2,4,1,6,,,1
184175,237163,2,4,6,9,,,1
184176,237173,2,4,9,6,,,1
184177,237764,2,1,2,6,,,1
184178,246702,2,7,4,9,,,1
184179,267978,2,1,5,2,,,1
184180,278068,2,2,1,6,,,1
184181,380877,2,3,1,5,,,1
184182,410345,2,9,4,6,,,1
184183,411519,2,9,5,3,,,1
184184,420639,2,6,1,2,,,1
184185,420680,2,6,1,3,,,1
184186,420681,2,1,2,6,,,1
184187,420682,2,4,9,6,,,1
184188,424633,2,1,5,3,,,1
184189,471399,2,9,6,3,,,1
184190,474258,2,1,6,2,,,1
184191,449,2,8,3,7,,,488
184192,70,2,3,9,7,,,175
184193,2304,2,6,1,3,,,121
184194,330,2,9,5,2,,,57
184195,312,2,7,3,8,,,48
184196,71,2,6,8,3,,,24
184197,343,2,5,1,4,,,33
184198,345,2,1,3,6,,,55
184199,315,2,8,3,5,,,41
184200,321,2,8,3,7,,,51
184201,74,2,3,7,8,,,45
184202,72,2,3,7,9,,,33
184203,75,2,9,6,2,,,19
184204,311,2,8,3,7,,,26
184205,77,2,6,3,8,,,32
184206,73,2,6,1,2,,,10
184207,319,2,1,6,3,,,15
184208,344,2,6,3,8,,,27
184209,339,2,8,6,3,,,17
184210,313,2,6,1,3,,,18
184211,314,2,1,6,3,,,13
184212,342,2,5,3,9,,,15
184213,317,2,1,5,3,,,13
184214,340,2,8,5,4,,,11
184215,328,2,9,6,3,,,18
184216,76,2,9,6,2,,,7
184217,335,2,8,5,3,,,10
184218,318,2,2,7,9,,,7
184219,316,2,1,6,3,,,5
184220,320,2,6,1,3,,,5
184221,341,2,6,3,1,,,5
184222,336,2,5,4,8,,,6
184223,329,2,8,6,3,,,5
184224,323,2,1,3,5,,,6
184225,326,2,3,5,8,,,9
184226,338,2,1,5,3,,,5
184227,331,2,3,6,1,,,4
184228,334,2,9,3,6,,,4
184229,327,2,5,1,3,,,5
184230,322,2,2,9,6,,,8
184231,324,2,1,5,3,,,4
184232,337,2,8,3,6,,,6
184233,325,2,9,7,3,,,5
184234,332,2,3,5,1,,,5
184235,333,2,6,3,1,,,5
184236,10291,2,6,2,1,,,155
184237,608,2,4,9,6,,,137
184238,288397,2,3,1,5,,,221
184239,155318,2,2,6,9,,,203
184240,43014,2,6,2,9,,,70
184241,965,2,9,3,6,,,75
184242,16722,2,6,4,9,,,89
184243,970,2,7,3,8,,,70
184244,151,2,7,8,4,,,51
184245,97,2,3,7,9,,,79
184246,14643,2,3,8,6,,,84
184247,20191,2,4,6,1,,,27
184248,108,2,3,7,8,,,72
184249,3820,2,6,9,3,,,68
184250,43105,2,3,8,5,,,42
184251,19314,2,1,2,6,,,53
184252,1740,2,6,4,9,,,59
184253,1001,2,3,7,8,,,76
184254,1861,2,3,7,8,,,67
184255,1006,2,7,3,9,,,51
184256,1746,2,9,7,3,,,86
184257,9726,2,4,6,1,,,60
184258,96,2,3,8,6,,,63
184259,10686,2,3,7,8,,,58
184260,567786,2,4,5,9,,,61
184261,971,2,6,3,9,,,61
184262,978,2,7,4,9,,,57
184263,52937,2,3,7,9,,,47
184264,20289,2,5,4,1,,,48
184265,923,2,6,2,9,,,28
184266,52942,2,4,7,8,,,48
184267,16694,2,5,9,3,,,55
184268,135,2,1,5,2,,,57
184269,6473,2,4,6,9,,,73
184270,27346,2,6,9,2,,,24
184271,4778,2,4,6,9,,,57
184272,3226,2,4,7,9,,,36
184273,969,2,1,6,3,,,27
184274,463,2,9,5,3,,,55
184275,1048,2,9,7,3,,,43
184276,16990,2,7,8,2,,,32
184277,9260,2,9,5,4,,,41
184278,452,2,4,9,7,,,59
184279,130,2,6,8,4,,,20
184280,29749,2,4,7,1,,,46
184281,3821,2,7,3,9,,,24
184282,988,2,1,2,6,,,43
184283,1370,2,5,9,4,,,25
184284,16085,2,7,2,9,,,25
184285,13807,2,9,4,5,,,28
184286,8841,2,6,9,3,,,21
184287,3110,2,7,2,9,,,33
184288,22723,2,7,9,4,,,50
184289,1755,2,5,4,8,,,34
184290,17508,2,9,2,6,,,44
184291,980,2,6,2,1,,,23
184292,24993,2,6,9,4,,,55
184293,11070,2,7,2,9,,,27
184294,434,2,9,6,3,,,32
184295,23910,2,4,7,9,,,50
184296,16717,2,2,9,6,,,15
184297,589,2,6,3,9,,,25
