index,celebid,pid,letter1,letter2,letter3,letter4,letter5,totalvotes
589,378472,3,L,V,F,E,,1
590,417657,3,L,E,F,V,,1
591,510359,3,F,L,E,V,,2
592,549007,3,V,F,L,E,,1
593,44061,3,V,F,E,L,,1
594,167811,3,F,E,L,V,,1
595,258955,3,F,E,L,V,,2
596,260116,3,F,L,E,V,,1
597,281256,3,F,V,E,L,,1
598,295275,3,V,L,E,F,,1
599,346795,3,V,E,L,F,,1
600,365900,3,V,F,L,E,,1
601,401843,3,V,F,E,L,,1
602,517742,3,V,E,L,F,,1
603,124839,3,F,E,L,V,,1
604,161328,3,E,L,V,F,,1
605,167706,3,E,F,L,V,,2
606,175257,3,L,E,V,F,,1
607,196349,3,V,F,E,L,,1
608,273395,3,E,V,F,L,,3
609,277813,3,V,F,L,E,,1
610,280019,3,E,V,L,F,,1
611,284375,3,F,E,V,L,,1
612,311820,3,L,F,E,V,,1
613,334729,3,E,F,V,L,,1
614,356678,3,F,E,V,L,,1
615,368443,3,E,V,L,F,,1
616,396197,3,V,L,F,E,,1
617,453555,3,E,L,V,F,,2
618,477803,3,F,L,V,E,,1
619,515767,3,F,E,V,L,,1
620,530576,3,E,F,L,V,,1
621,531301,3,V,L,E,F,,1
622,593825,3,V,F,E,L,,1
623,19865,3,L,E,V,F,,1
624,241835,3,V,E,F,L,,1
625,306966,3,F,L,V,E,,1
626,314331,3,V,L,F,E,,1
627,344692,3,F,L,E,V,,1
628,369778,3,V,F,L,E,,2
629,371674,3,E,F,V,L,,1
630,377267,3,F,L,V,E,,1
631,399369,3,L,V,F,E,,1
632,422149,3,L,V,F,E,,1
633,424849,3,F,L,V,E,,1
634,428072,3,E,V,F,L,,3
635,474417,3,E,L,V,F,,1
636,480536,3,V,L,E,F,,1
637,583500,3,V,E,L,F,,1
638,588135,3,F,V,E,L,,1
639,22381,3,F,L,E,V,,1
640,167251,3,E,F,V,L,,1
641,174728,3,F,V,L,E,,1
642,206139,3,F,L,E,V,,1
643,229746,3,V,E,F,L,,1
644,271650,3,F,E,L,V,,1
645,276043,3,F,L,V,E,,1
646,279398,3,L,F,V,E,,1
647,286710,3,L,F,E,V,,1
648,298821,3,E,F,V,L,,1
649,308580,3,E,L,F,V,,1
650,323102,3,L,F,V,E,,1
651,325012,3,V,E,F,L,,1
652,339242,3,E,F,L,V,,1
653,342622,3,F,E,L,V,,1
654,346021,3,E,V,L,F,,1
655,350155,3,E,F,V,L,,1
656,353993,3,F,E,V,L,,1
657,362647,3,F,E,V,L,,1
658,375639,3,V,E,L,F,,1
659,375785,3,V,L,E,F,,1
660,375791,3,V,E,L,F,,1
661,382775,3,V,L,E,F,,1
662,390360,3,E,F,V,L,,1
663,391740,3,F,E,V,L,,1
664,402138,3,E,V,L,F,,1
665,404863,3,F,E,L,V,,1
666,406225,3,L,V,E,F,,1
667,421753,3,L,E,F,V,,1
668,430271,3,E,V,L,F,,1
669,431022,3,F,L,E,V,,1
670,431025,3,F,V,L,E,,1
671,443702,3,L,F,V,E,,1
672,451330,3,F,V,L,E,,1
673,451587,3,L,E,V,F,,1
674,452095,3,F,V,L,E,,1
675,452136,3,F,E,L,V,,1
676,478424,3,F,V,E,L,,1
677,478429,3,V,E,F,L,,1
678,478432,3,E,F,L,V,,1
679,478436,3,F,L,E,V,,1
680,478440,3,E,V,L,F,,1
681,478443,3,E,L,F,V,,1
682,478460,3,E,V,F,L,,1
683,478511,3,E,V,L,F,,1
684,478515,3,E,L,V,F,,1
685,478527,3,E,L,V,F,,1
686,495829,3,V,F,E,L,,1
687,504261,3,E,V,L,F,,1
688,509256,3,V,L,E,F,,1
689,509359,3,L,E,F,V,,1
690,523943,3,L,V,E,F,,1
691,563200,3,F,L,E,V,,1
692,566895,3,L,V,E,F,,1
693,569353,3,E,F,L,V,,1
694,577877,3,E,F,L,V,,1
695,579092,3,E,L,F,V,,1
696,584374,3,L,F,V,E,,1
697,587140,3,E,L,V,F,,1
698,587195,3,E,V,L,F,,1
699,593992,3,E,F,V,L,,1
700,752366,3,L,F,V,E,,1
701,988657,3,E,F,V,L,,1
702,1016935,3,E,F,V,L,,1
703,1025379,3,E,F,V,L,,1
704,1025393,3,E,F,V,L,,1
705,1072191,3,L,F,V,E,,1
706,46,3,V,L,F,E,,27
707,47,3,V,F,E,L,,11
708,48,3,V,F,L,E,,30
709,1519,3,F,V,L,E,,13
710,9917,3,F,E,V,L,,5
711,8729,3,F,V,E,L,,7
712,464,3,E,F,V,L,,9
713,465,3,V,F,L,E,,2
714,33664,3,V,E,L,F,,6
715,15852,3,L,F,E,V,,1
716,75633,3,E,F,L,V,,6
717,8730,3,F,V,E,L,,2
718,49,3,E,F,V,L,,1
719,2168,3,F,L,E,V,,3
720,35749,3,V,F,L,E,,6
721,48967,3,F,L,V,E,,1
722,35137,3,F,L,E,V,,5
723,60462,3,F,L,E,V,,1
724,178632,3,L,V,F,E,,4
725,75647,3,V,F,L,E,,1
726,75635,3,F,L,E,V,,1
727,97930,3,E,L,V,F,,1
728,121769,3,F,V,E,L,,1
729,434153,3,F,E,V,L,,1
730,364686,3,V,L,E,F,,1
731,206460,3,L,V,E,F,,1
732,353445,3,E,L,V,F,,1
733,285796,3,V,E,F,L,,1
734,342430,3,V,E,F,L,,1
735,420285,3,V,F,L,E,,1
736,342464,3,E,F,V,L,,1
737,414657,3,V,F,L,E,,1
738,414683,3,F,L,E,V,,1
739,414982,3,E,L,V,F,,1
740,419216,3,F,E,V,L,,1
741,513947,3,E,F,L,V,,1
742,44,3,V,F,E,L,,74
743,8828,3,F,E,V,L,,39
744,45,3,F,V,E,L,,65
745,25003,3,F,E,V,L,,34
746,1585,3,V,F,L,E,,28
747,8823,3,F,V,L,E,,8
748,11078,3,V,F,E,L,,18
749,362447,3,F,V,L,E,,13
750,2861,3,V,F,L,E,,12
751,294109,3,V,F,E,L,,21
752,108122,3,F,L,V,E,,15
753,10795,3,L,V,F,E,,13
754,88493,3,L,V,F,E,,10
755,9459,3,V,L,E,F,,19
756,15255,3,V,L,F,E,,6
757,11085,3,F,E,V,L,,6
758,59945,3,L,F,E,V,,10
759,24543,3,V,E,L,F,,7
760,11079,3,F,L,E,V,,8
761,290043,3,E,F,V,L,,5
762,10627,3,F,E,V,L,,7
763,382,3,F,E,V,L,,9
764,354237,3,L,V,F,E,,5
765,18057,3,L,F,V,E,,5
766,12662,3,L,E,F,V,,4
767,355587,3,V,F,L,E,,8
768,15382,3,V,F,L,E,,5
769,23313,3,F,E,L,V,,4
770,13357,3,F,V,L,E,,4
771,6495,3,V,L,F,E,,8
