id,classic_jungian,classic_jungian_total_voted
23933,IN(F),10
34164,IT(N),6
14867,IF(N),6
29906,EF(S),4
5807,IN(T),5
6296,IF(N),1
29216,IT(N),3
28909,EN(T),4
29914,IN(F),3
29920,IN(T),1
15269,EF(N),3
19092,IN(F),3
6298,IN(F),4
14494,IN(T),1
29951,IN(T),1
28910,EF(S),5
29904,EF(N),3
56514,IN(F),1
29918,IN(T),1
53684,EN(F),1
105883,EF(N),1
68647,IS(F),1
223801,EF(S),2
29916,IN(F),2
29959,IF(N),2
239791,EN(F),1
29943,IS(F),2
29967,ET(S),1
6300,IF(N),1
23553,IS(F),1
292474,IS(T),1
6297,ET(N),1
19546,IN(F),3
29929,IS(F),1
272238,ES(F),1
29931,IF(N),1
33946,EN(T),1
270656,ET(S),1
143982,IT(N),1
29911,IF(N),1
153126,IF(S),1
403147,EN(F),1
29935,ET(S),1
105885,IN(F),1
166918,IN(F),1
210853,IN(T),1
337809,EN(F),1
340489,ES(F),1
527444,EN(F),1
336575,IT(N),1
339699,ES(F),1
597369,IN(F),2
692412,IS(T),1
248231,ES(T),1
4683,ET(S),101
17680,ET(S),9
7175,EN(T),4
17678,EF(N),4
6480,ET(S),3
32203,ES(F),1
143659,ES(F),1
77992,EF(S),1
44046,ET(S),1
17679,IT(S),2
135849,ET(S),3
298383,ES(T),2
135851,IT(S),1
116207,EF(S),1
96657,ES(T),1
44571,EF(S),3
136069,ET(S),1
24454,ES(F),1
214941,IS(T),1
147512,IN(T),1
160685,ET(S),4
496626,ET(S),1
496623,EN(T),1
7172,EF(N),1
165635,IS(T),1
361302,IN(F),1
160679,ES(T),2
205162,ET(S),1
87813,ET(S),1
310285,ES(T),1
178926,EF(S),1
343405,ET(N),1
447229,EN(F),1
693324,ET(S),5
199812,ES(T),2
9043,IF(S),1
9002,EF(N),4
194128,EN(T),1
526132,ET(S),1
457833,ET(N),5
4241,IN(T),67
28424,IF(S),47
4247,EN(F),35
4244,IN(F),34
12937,EN(T),49
4243,IF(S),31
4242,IT(N),30
4245,EF(N),29
28428,EN(F),54
4246,EF(S),20
12939,IF(S),35
8943,ES(F),6
28430,IT(N),35
24954,EN(F),26
28434,EF(N),32
12940,EF(S),25
26813,IS(T),19
28432,EF(S),27
12938,ES(F),32
20601,IF(S),27
10253,IS(T),22
12809,IS(F),31
20600,IS(F),28
24835,IF(N),18
24957,IF(S),12
26713,ET(S),32
24955,EF(S),37
21593,IN(T),16
210555,IS(T),18
24956,IT(S),20
20605,EN(F),30
20609,ES(F),29
20622,EF(S),37
24953,IS(F),21
20606,IF(S),25
20602,EF(S),16
26714,ES(T),21
39981,EN(T),11
20603,ET(S),22
24923,EN(F),17
8922,IN(F),12
152879,IS(F),19
24926,IS(T),9
152884,ES(T),24
529175,IS(T),42
20625,IT(S),11
31829,EN(F),13
8923,IT(N),8
24924,EN(T),8
152871,EN(T),25
20618,IF(S),3
28433,ES(T),27
12138,IS(F),11
120232,ET(S),21
8917,ES(F),8
28359,IS(T),17
28431,IS(F),17
10254,IS(F),10
24806,IN(T),24
152868,IN(F),16
152870,ES(F),22
24928,EF(S),10
20608,IS(F),21
24927,EN(T),5
10257,EN(F),6
24931,ES(F),13
10256,ES(F),11
20610,EN(T),9
33501,ES(F),5
26814,EN(F),10
26711,EN(F),12
152875,IS(T),13
24933,IN(F),3
26811,ES(F),9
20624,IT(N),10
24972,ES(F),10
25382,ET(S),7
152876,EN(F),14
26810,IS(F),12
24971,IT(N),6
8921,IS(T),7
20621,IN(F),6
65246,ES(T),5
20619,EF(S),5
24807,EF(S),52
26812,IS(F),10
10255,EF(S),10
422117,EF(N),30
529172,EN(F),15
24925,IF(N),2
26960,IN(F),7
24936,ES(T),5
24934,IS(T),3
24935,ES(F),3
31972,EN(F),2
31825,IN(T),2
120233,EN(F),12
20617,ET(S),2
8919,EF(N),10
24929,IS(F),3
24930,IN(F),1
31215,IF(S),2
210511,ES(F),16
24974,IN(F),1
24969,EN(F),6
25425,EN(F),2
43732,EN(F),2
20614,ES(T),4
26712,IF(S),15
31869,IN(F),4
23917,EF(S),5
24976,IF(S),5
8916,EF(S),2
26717,EN(T),5
31877,ES(F),15
31951,IF(S),2
454819,IF(S),2
24922,IN(F),1
31872,IF(S),7
27929,IN(F),2
30946,EN(F),8
43886,EN(T),4
18599,ES(F),4
20613,EF(S),4
72089,IS(F),3
24966,IS(F),7
24921,EF(S),9
11989,EF(S),6
20616,IS(F),7
31870,IT(N),5
46758,EN(T),2
24970,IN(T),3
8915,IS(T),2
24975,EF(S),2
426044,IS(F),7
26716,EN(F),4
482307,IF(N),4
24967,IS(F),6
211788,ES(F),4
34167,EF(N),4
24973,EF(S),5
24813,ES(F),9
31945,IS(T),5
39979,IT(S),4
49546,IN(F),2
31904,IF(N),2
529168,ET(S),17
31966,ES(T),1
31871,IF(S),1
529167,ES(F),10
482316,EN(F),21
35113,EF(S),1
8918,IS(F),1
43733,ET(N),5
24968,IF(N),3
31887,EF(S),2
529174,EF(N),26
454817,IS(F),8
373058,ES(F),3
43997,IN(F),4
24810,ES(T),24
31885,ES(F),11
108583,ET(N),3
24977,ET(S),3
27308,IT(S),4
430014,EN(F),25
30818,EN(F),5
31944,EF(N),2
31949,EN(F),2
34166,EN(T),2
482315,IF(S),18
28680,ET(S),3
16296,IF(S),3
31901,ES(T),1
34933,IF(N),2
22239,ES(F),3
27558,IN(F),1
31954,IF(S),3
21388,EF(N),1
42420,EN(T),2
21389,EN(F),1
37415,IN(F),1
26715,EF(N),8
27313,ES(F),2
28427,IN(T),2
24932,IS(F),2
26955,IN(T),3
26959,EF(N),2
358333,EN(F),11
21596,IS(F),1
24809,IS(F),5
26393,IF(N),1
355742,EF(S),4
28675,EF(S),3
373051,IS(F),4
42891,IF(N),1
429802,ES(T),1
129644,EF(N),3
24812,ES(F),2
28678,ES(F),3
31827,EN(F),2
18591,IS(T),3
30319,EN(T),1
425663,ET(S),5
49538,IN(F),1
195196,EF(S),5
385078,ES(T),2
108589,IF(N),1
26954,IF(S),1
25379,IS(F),1
57935,IF(S),2
24814,EF(N),3
35211,IF(S),4
49597,IN(F),3
94502,EN(F),4
429804,EN(T),2
142429,ET(S),1
454821,EF(S),4
10333,ES(T),1
28676,IS(T),1
29441,ES(F),1
195197,ET(S),4
429806,IN(F),2
26956,ES(T),2
43734,IS(F),1
19009,IT(S),1
26958,IN(F),1
217180,EN(F),3
359532,EF(S),3
29782,IF(N),1
49596,EF(S),12
26957,IS(T),1
410661,EN(F),1
73354,EF(S),2
217173,EN(F),1
237909,IF(N),3
29783,EN(F),1
71464,IN(F),1
146335,EN(T),5
18643,EF(S),1
31319,ET(N),3
120604,ES(F),5
161512,ES(T),2
42736,IN(T),1
119924,IN(F),2
211790,IN(T),2
217172,IF(S),1
21598,EF(N),4
30949,EN(F),1
45408,IS(T),2
134909,ET(N),2
18649,EF(S),1
113877,EF(N),1
425735,IS(F),2
152861,ET(S),4
426619,EN(F),2
211789,IS(T),3
217178,IN(F),1
211793,IN(F),1
26392,EN(F),1
72644,EF(N),1
71293,IN(T),1
211792,IF(N),2
34929,EN(F),2
217179,EF(S),1
90984,ES(F),2
68893,IT(S),1
117286,ES(F),2
142430,IF(N),2
41756,EF(S),1
35126,IN(T),2
25381,IT(S),1
72403,IN(F),3
449972,EN(F),4
68895,ES(T),1
211791,EF(N),1
88949,IS(F),7
18595,ES(T),1
19003,EN(F),1
25380,ES(F),1
145067,IS(T),1
68908,IF(S),1
142431,IF(N),1
161086,EN(F),3
15669,IF(S),2
45412,EN(F),1
90982,EN(T),1
68891,IT(N),1
37451,IN(F),3
45414,EF(N),1
427959,ES(F),1
43930,ES(T),2
59678,ES(F),1
18642,EF(S),2
18647,IS(F),1
117450,IF(N),2
68896,IF(S),1
161087,EN(F),1
235729,IS(F),1
106552,IN(F),2
131769,ES(F),1
58273,ES(T),1
68894,EN(F),1
119923,ES(F),1
71295,IS(F),1
31826,IS(F),1
69915,EN(F),2
152874,EF(S),2
152883,IF(N),1
31964,IF(S),1
34930,IS(F),1
152873,IS(T),3
35131,IN(F),1
90991,EN(F),1
161089,ES(F),1
232856,IN(T),1
232859,IF(N),1
234159,IF(S),1
39977,IS(T),2
350812,ES(F),1
161088,EF(S),1
31828,EF(S),1
72396,IS(F),1
308875,IT(N),1
161093,IS(F),1
119918,IS(F),1
119921,ET(S),2
131783,ES(F),2
232854,IS(F),1
200656,IN(F),1
72402,EN(T),1
232858,EF(S),2
119917,IS(F),1
129953,IF(N),1
68909,EN(T),1
96597,IN(T),1
96598,EN(F),1
86753,IF(S),1
35128,EF(S),2
260549,ET(S),1
464411,IS(F),1
504048,EN(F),1
68906,IF(S),1
96596,IS(F),1
163888,EN(F),1
832059,IT(S),12
162899,ES(T),1
419896,IS(T),1
450310,IS(T),4
464407,IS(T),1
37417,IN(F),1
203204,ET(S),1
296775,EN(T),1
314475,ES(F),1
398382,IN(F),2
136165,EN(F),1
234110,EF(S),1
326525,IF(S),1
327088,ES(T),1
18626,IN(F),1
81140,EN(T),1
364322,IN(T),1
484097,EN(T),1
557246,IF(S),1
131774,ES(T),1
134938,EN(F),1
136168,IS(F),1
136359,IN(F),1
74618,EN(T),2
464409,ES(T),2
504051,IS(T),1
224817,EF(N),1
512783,IS(T),3
512784,IN(F),1
143407,EF(S),1
237677,EF(S),1
100928,EN(F),1
110001,IS(F),1
144564,EF(N),1
144566,IS(F),1
275542,EN(T),2
484094,EN(F),1
484098,ES(T),1
809543,EF(N),22
120240,ES(F),1
237938,EN(F),1
257211,IF(N),2
287240,IT(S),3
445001,EF(N),3
484083,ES(F),1
484095,EF(N),2
519509,IS(T),7
519511,EN(F),1
599915,IT(N),1
830610,IF(N),2
846890,IF(S),2
234112,IS(F),2
237678,IS(F),1
416209,EF(S),2
447398,ES(F),1
562838,IT(S),1
846896,IS(F),3
172585,IF(N),3
420861,IS(T),1
844525,ET(S),6
846882,EN(F),1
856677,EF(S),1
31310,EF(S),2
235730,IS(T),1
445002,IN(F),1
450092,ES(F),1
521241,IN(F),1
599912,ES(F),2
844595,IS(F),4
870458,IF(N),30
174561,IS(F),1
397464,IF(S),1
829767,IF(N),1
830080,ES(F),11
206130,ET(S),1
446026,IS(T),4
512474,IN(T),1
809519,EN(F),7
832304,EN(F),1
837119,IN(F),12
846891,IN(F),5
851235,IF(N),1
533403,ES(F),1
542079,EN(T),2
542080,EN(F),1
542767,IT(N),2
544409,ES(F),1
755633,EN(F),1
802405,IT(N),1
809603,IS(T),1
830042,IS(F),1
830129,EF(N),16
830134,ET(S),11
131,IF(S),58
10031,IN(F),28
998,EF(S),17
132,IF(S),12
20110,IF(S),6
997,EF(S),2
999,ES(T),5
4961,EF(N),1
20038,EN(F),2
8504,IF(S),2
20018,IN(F),4
7387,IF(S),4
52660,EF(S),1
61707,EN(T),2
117534,IF(S),1
13532,IF(N),39
2111,EN(F),65
220296,IF(S),5
58131,IF(S),4
11323,IN(T),10
297841,EN(F),1
284478,ES(F),2
33904,EN(F),1
22498,EF(N),8
127152,ES(F),2
99363,ES(F),4
75886,IN(F),10
92766,IN(F),9
365775,EN(F),5
30485,ET(N),3
66426,EN(T),2
166248,IN(T),8
117535,ES(T),7
273426,ES(F),6
84459,IN(F),5
10527,IF(S),8
21969,IF(N),5
67053,IS(F),1
94262,EN(F),2
31774,IF(N),3
203573,IN(F),1
20216,IF(N),7
21357,IF(N),1
41589,IF(N),10
30272,EN(F),2
408722,EN(T),1
36722,IN(F),1
74854,IN(F),1
80874,IF(N),3
9252,EN(F),4
61563,IN(F),7
74471,IF(N),4
142048,EF(S),1
203196,ES(F),1
210576,IF(N),1
36773,IF(N),2
129331,IN(F),4
21860,EN(T),1
156930,ES(F),1
143631,ES(F),1
117771,IF(N),2
151474,IF(N),1
147636,IF(N),1
50191,IN(F),1
281076,IF(S),4
10375,IN(F),1
8786,ET(S),3
27926,ES(T),5
104048,EN(F),2
108482,IN(F),2
66029,IS(F),1
96857,ES(T),1
22444,EN(F),1
34006,EF(S),3
58255,EN(F),1
140000,ES(F),2
4911,IF(N),1
23484,IF(N),2
90616,IN(T),1
456370,EF(S),1
11304,EF(N),1
287260,EN(T),2
66027,EN(F),3
149984,IN(T),1
159025,IN(F),7
202313,IN(F),1
56259,ET(N),4
285603,IS(F),1
128853,IF(N),1
276609,ES(T),4
279526,ES(F),1
3540,IT(S),2
49205,EF(S),2
119805,EF(N),2
40181,ES(T),1
74472,IF(S),1
225990,IF(S),1
54535,IT(S),2
36022,IF(N),2
287248,ES(F),1
23482,IN(F),1
195811,IF(N),2
273979,EN(F),2
9131,EN(T),2
23549,EF(N),1
63068,EN(F),1
36824,EF(N),1
55832,IN(T),3
166641,EF(N),1
23483,ES(F),1
56260,ES(T),2
83459,ES(F),1
247393,ES(F),3
11305,IN(T),2
230561,ES(T),2
64312,IF(N),2
87991,EN(F),3
136106,IF(S),1
151201,EF(S),1
277685,ES(F),2
296403,IF(S),4
33771,IN(F),1
49035,EF(S),2
67770,EN(T),1
157357,EN(T),1
264641,ET(N),2
305761,IF(N),3
199243,IN(T),1
314431,IN(T),1
53315,EN(F),1
330242,EN(T),1
46903,ES(F),1
56258,ES(F),1
74292,EF(N),2
75833,ES(F),1
107103,IT(N),1
349356,IS(T),2
86958,ES(F),1
145038,IF(S),1
188207,IN(T),2
276977,IN(T),4
284538,ES(F),1
371300,IF(S),1
412852,IF(N),1
40179,IN(F),1
67385,ES(T),1
76389,IF(N),2
308989,ES(T),1
120640,IF(N),2
127183,EF(S),1
173299,EN(T),3
49595,IS(T),3
50195,IF(S),2
66028,IN(F),1
75783,EN(T),3
99623,ES(F),1
121488,EN(F),4
129243,ES(F),3
176603,ES(F),1
277676,EN(F),2
66030,IF(S),1
83806,IF(S),5
91261,IS(T),1
95292,EN(T),1
117537,IF(N),1
138716,ES(T),1
150303,EF(N),2
163907,EF(N),1
262720,ES(F),1
275075,EN(F),2
316238,ES(F),5
427238,EN(F),2
12017,EN(F),1
67380,EN(F),2
121879,EF(N),1
145460,IN(F),1
312438,ES(F),1
47625,EF(S),1
50263,IF(N),1
119979,ET(N),1
126749,EN(F),1
283116,IN(F),2
19260,EN(F),1
71354,IS(T),2
82490,ES(F),1
126431,IN(T),1
126433,IF(S),1
129134,EF(N),1
143693,IF(S),1
155485,IN(F),1
220302,IF(S),2
223122,IF(S),2
61973,IF(N),2
136678,IF(S),5
145459,IF(N),1
149989,ES(F),1
199064,IF(S),2
201360,EN(F),2
314459,EN(T),1
349357,EN(F),4
454709,EN(T),2
236491,IF(S),1
40151,IN(T),1
53311,ES(F),1
126891,IF(S),1
141948,IF(S),1
155624,IF(N),1
199179,IN(F),1
202580,IT(N),1
263956,ET(N),2
22689,EN(F),2
62078,EF(S),2
191779,IT(S),1
335049,EN(T),1
355062,IF(N),2
377691,IN(F),1
445084,EN(F),3
7846,EN(T),1
76403,IN(T),1
105110,IN(F),1
106904,ES(T),1
173300,ES(F),1
214268,ES(F),1
304201,IT(S),2
304952,IF(S),1
364394,IS(F),1
460223,EN(T),1
519431,IT(S),2
46609,IN(F),1
87992,IN(F),1
106203,IN(F),1
131347,ES(F),1
148766,IF(S),1
161001,IN(T),1
173413,ES(T),1
202124,IF(S),1
345742,EN(F),1
377634,EF(N),3
396976,EN(F),1
2915,IT(N),1
50603,EF(N),1
52506,EN(T),1
58920,IN(F),1
61568,IF(N),2
83090,IF(S),2
91859,EN(F),1
199063,ES(T),1
211324,IF(N),1
220109,IF(N),2
266664,EN(T),1
333026,IN(T),3
369094,EN(F),1
537453,ES(T),1
11025,EF(S),1
139572,ES(F),1
187668,EN(F),1
305233,ES(F),1
311911,ES(T),1
323820,IF(N),1
372894,IN(F),1
428554,ET(N),2
446956,IF(N),1
464141,IF(S),1
464743,EF(N),1
67381,ES(F),1
81925,EF(N),2
94740,IN(F),1
127182,IF(N),2
203497,IT(S),1
302449,EF(N),1
344600,IF(N),1
348019,IN(F),3
384751,IF(S),1
385820,IT(N),1
494272,ES(T),1
582034,ES(F),8
27056,IN(F),1
38358,IT(S),1
152564,EN(T),1
269730,ES(F),1
281484,IN(F),1
313984,ES(F),2
389879,ES(F),1
430017,IN(T),1
450984,IF(N),1
497448,IF(N),1
15764,IN(F),2
74390,ET(N),1
156835,IS(F),1
176319,EF(N),1
207615,IT(N),1
223131,IF(N),1
333391,IN(T),1
336566,EN(F),1
338557,EN(F),1
343232,EF(N),1
436478,IF(S),1
499703,EN(F),1
532732,IF(N),1
533644,IF(N),1
15320,IT(S),1
62086,EN(F),1
213841,IF(N),1
230658,EN(F),1
287893,ES(T),1
315749,EF(S),1
347119,IS(F),1
360570,IT(S),2
389613,IF(S),1
395164,ES(T),1
403600,IS(F),1
524976,ET(S),1
240845,IF(S),1
283117,EN(F),2
285542,EF(N),1
326601,IN(F),2
330352,EN(T),1
371500,EN(T),1
378576,EF(S),1
390256,IN(T),1
399019,ES(F),1
434015,EF(N),1
440081,ES(T),1
447050,EN(F),1
447413,IF(N),1
448221,ET(S),1
455474,IN(F),1
524405,EF(S),2
526989,ES(T),1
531590,ES(F),1
560446,ES(T),1
647732,IF(N),2
52792,IF(S),1
217251,IF(S),1
229986,EN(F),1
272281,IF(S),1
280616,ES(F),1
333300,ES(T),1
334658,ES(T),1
350403,IF(S),1
411144,IF(S),1
533791,EF(S),1
840239,IF(N),1
978195,IF(N),1
64052,IT(S),1
248209,IN(T),1
276796,IS(T),1
305176,IN(F),1
346879,IT(S),1
366640,EN(F),1
387418,EF(S),1
394974,IF(N),2
406402,IS(T),1
443178,IN(F),1
507344,IN(F),1
565605,IT(S),1
583040,IS(F),1
633604,IF(S),1
320940,IF(N),1
455810,EF(N),1
455811,IF(N),1
455812,IF(N),1
890308,IF(N),1
150236,ES(F),1
298766,IF(S),1
390890,ES(T),1
363823,IF(S),1
264399,IS(T),1
340077,EN(F),1
160459,ES(T),1
305186,IS(F),1
114172,ES(F),1
383039,IS(F),1
20736,ES(F),1
307682,IN(F),1
372752,IN(F),1
208266,IF(N),1
460247,EF(S),1
163276,ES(F),1
213834,ES(T),1
367084,IF(N),1
518154,EN(F),2
269190,EN(F),1
125311,IF(N),1
217293,IN(T),1
647373,IS(F),1
11710,EN(F),1
11720,EN(T),2
11709,IF(N),1
23459,IT(N),3
31196,IN(F),1
56455,IS(F),1
140582,IN(F),4
43938,IF(N),2
84156,EN(F),1
38617,IN(T),1
283938,IF(S),2
40895,EN(F),2
98899,EN(F),1
46833,EN(F),1
226588,IN(F),1
572282,ES(F),1
7389,ES(F),19
23619,ES(F),16
21912,IF(S),11
23900,EN(F),9
149977,IF(N),2
28868,ES(F),1
192064,IT(N),1
237635,ES(F),1
195813,ES(F),2
34789,EN(F),8
62100,IF(S),4
30254,EF(S),3
61824,ES(F),2
150891,IF(S),3
61853,ES(F),2
198883,EF(S),2
141203,IN(F),4
35281,ES(T),1
303052,IS(T),2
55434,IF(N),3
249042,EN(F),4
86623,ET(S),5
149992,EN(F),1
54905,IN(F),1
189425,IS(F),3
94632,EN(F),1
74163,EN(F),1
150308,IF(S),1
235109,ES(F),2
20220,IF(N),1
52424,EF(S),2
158002,ES(T),1
149986,ES(F),4
386988,EN(T),3
150307,ES(T),4
28480,EF(S),3
61946,IF(S),1
62139,EF(S),4
61950,IN(F),1
149978,ES(T),1
232796,IS(F),1
62134,IF(S),1
61844,ES(T),1
161517,IN(F),4
61960,ES(F),1
240775,IF(S),1
276640,ES(T),1
119815,EF(S),1
62127,ES(F),1
179807,IF(S),1
149981,IN(F),1
403222,ES(F),2
61970,IF(S),1
304586,ES(T),1
372986,EN(F),2
520114,ES(F),2
89822,IN(T),2
300532,EN(T),1
16067,ES(F),1
286848,EN(F),1
349188,ES(F),2
536069,EF(S),2
35816,EN(F),4
159800,ES(F),1
277088,IT(S),1
110971,IF(N),1
214657,EF(S),1
283150,EF(N),1
296640,EN(F),1
412608,EN(T),1
535336,IS(T),1
158004,EN(F),1
281035,EN(T),1
470932,ES(F),1
163111,IF(N),1
231354,IS(F),1
503525,IT(S),1
98292,EN(T),1
119889,IN(F),1
413204,ES(T),2
523202,ES(F),1
233828,IF(S),1
333813,EN(T),1
422394,IS(T),1
511941,ES(T),1
512528,ES(T),1
531509,EF(S),3
1058574,EF(N),1
534434,IN(F),1
12718,IT(S),6
12720,EN(T),2
773233,ES(T),1
779663,IT(S),1
789541,IT(N),1
790028,EF(N),2
904540,ES(T),5
928092,EF(S),1
1016400,EN(F),1
1096143,EN(F),1
1096280,IS(T),1
1102768,ES(F),1
316256,IS(T),1
489891,EN(T),1
573755,IF(S),1
578155,EN(F),1
617076,EN(T),1
974781,IS(T),1
997644,ES(T),1
1014301,EN(F),2
1086609,EN(T),1
1097578,EN(T),6
20467,EN(T),5
6126,EF(N),8
20468,EN(F),6
5790,IN(F),4
21100,IT(N),1
40426,IF(N),10
34146,IF(N),3
6160,ES(F),4
29637,ES(F),1
43555,EN(T),8
9228,IF(N),5
10299,EN(T),1
140821,ES(T),12
104717,ET(N),3
23350,EN(T),2
9227,EN(F),2
72649,EN(F),8
29416,EN(F),2
36362,EN(F),1
159578,EN(F),10
102866,EN(F),3
10297,EN(T),1
34145,EN(F),1
36166,EN(T),2
14118,ES(F),4
34267,ES(T),2
18903,EN(F),4
108962,EN(T),3
80930,EN(F),3
38383,EF(N),3
11777,EF(N),11
13398,EN(F),1
36795,ES(F),2
177518,IN(T),8
61693,IF(N),2
78112,ES(T),3
62640,ES(T),2
144397,EN(T),5
41594,EN(F),3
124294,ES(T),4
75102,ES(T),1
39962,IS(T),2
287401,EN(F),1
36167,IS(F),1
38384,ES(T),1
57352,IF(N),3
29970,EN(T),2
95567,ES(F),1
6125,IT(N),2
210704,EF(S),1
318389,EN(F),3
480240,IT(N),4
36539,EF(N),2
109017,ES(F),1
250961,EN(F),8
108357,EN(T),1
133115,IF(S),1
21514,EN(F),1
34055,ET(N),1
108817,EN(T),2
172858,ET(N),2
349088,IT(S),1
64194,ES(F),2
55209,EF(N),1
59341,EN(F),1
123757,IT(N),1
47631,IT(N),2
69937,EN(T),1
108830,IS(F),1
397325,ES(T),1
466006,IT(S),1
70753,EN(T),2
296917,EN(F),2
131823,ES(F),4
487776,ES(T),1
55382,ES(F),1
76547,IT(N),1
308406,EN(F),1
66233,ES(T),1
184324,EN(T),1
513113,IN(T),3
237308,IS(T),1
67001,IF(N),1
394083,ES(F),1
49308,EN(T),1
206467,EN(T),4
385880,ES(T),2
517823,ES(T),3
434012,ES(F),1
153922,EF(N),1
287875,EN(F),1
389129,IS(T),1
431242,EN(F),1
513116,ET(S),1
29568,ET(S),1
328959,EN(T),1
39620,EN(F),1
116833,EF(S),1
262686,IS(F),2
262690,IS(T),1
440618,EN(T),2
500104,ES(T),1
210499,EN(T),2
438541,EN(F),3
560010,IT(S),1
149117,ET(S),1
531103,EN(T),1
262687,ES(F),1
262688,IS(F),1
262689,IF(N),1
536117,EN(T),2
771693,IT(N),2
1021988,EN(T),1
138306,IT(N),1
387929,ES(F),2
438922,EN(T),1
780568,EN(T),2
444742,EN(T),1
458843,ET(S),2
461358,IS(F),1
516007,EN(T),1
624085,IT(N),1
429711,ES(T),1
470227,EN(F),2
516008,EF(N),2
526906,EN(T),1
558783,EN(F),1
883074,ES(T),2
470228,EN(T),1
470229,IS(F),1
470435,ET(N),1
536032,ES(F),1
572956,ES(F),1
1052030,EN(T),2
1079881,EN(F),2
462543,ES(T),1
534943,EN(T),27
14042,IF(N),17
9362,EN(T),4
42218,EF(S),3
197360,EN(T),8
35184,IS(F),14
120527,EN(F),4
45998,EN(F),6
14463,EN(F),2
148011,IF(S),3
31066,IT(S),1
43380,IS(T),1
35501,IN(T),4
170959,ES(T),1
26314,IS(F),1
205804,IF(N),4
419926,ET(S),9
36939,IS(F),3
57894,EN(T),3
119210,EN(F),2
70548,EN(F),1
127798,EN(F),6
37395,IS(T),3
41973,IT(N),6
23930,IT(N),1
33106,EN(F),1
25458,EN(T),2
42429,EN(F),5
16923,EF(N),2
332740,EN(F),1
110002,EN(F),1
10060,IN(F),2
139184,IS(F),8
36727,IT(N),1
75238,EF(N),2
515799,ES(F),2
41446,EN(F),1
297519,ET(S),1
43383,EN(F),1
110309,EN(T),4
135882,IF(N),1
47256,IS(T),1
378957,IF(N),1
15992,EN(F),2
43796,IF(N),1
354200,EN(F),1
63139,IN(T),1
35509,EN(T),1
103804,IF(N),1
40392,EN(F),2
121041,IF(N),1
145757,EN(F),2
207756,EF(S),1
213838,EN(T),2
206463,ET(N),1
145175,IT(S),1
197637,ES(T),2
223328,IN(F),3
446234,IT(N),2
27171,IN(T),2
453188,ET(N),1
257928,EN(F),1
476323,IN(F),1
440210,IS(F),2
204867,EN(F),2
374078,IS(F),3
316912,IS(T),1
519178,IS(F),1
200518,IN(F),1
130652,EN(T),2
381381,ET(N),1
45524,EN(T),1
381380,ET(S),2
404418,ET(N),1
569116,EN(F),2
71528,EN(T),1
125365,ET(N),1
329084,IT(S),1
441444,IS(F),1
75236,IT(N),1
550442,IN(F),1
479782,EN(T),1
561935,IT(N),1
569989,IN(T),1
457058,IN(F),1
575864,IS(T),1
241724,IF(S),1
332289,EN(T),2
383859,EF(N),1
470139,IS(F),1
429612,IN(F),1
444149,EN(F),1
464353,EF(N),2
511884,IN(F),2
542455,ES(T),1
727170,IN(T),1
884313,IN(F),1
893137,IN(F),1
448681,IF(N),1
482530,IN(F),2
489988,IF(S),1
503152,EF(N),1
514279,ET(N),2
550548,IF(N),1
559910,EF(N),1
560106,IN(F),1
575265,IF(N),1
601330,IT(S),1
625025,EN(T),1
1015623,IT(N),1
197349,EN(T),1
45227,EN(F),1
29841,IN(T),1
128698,IF(N),3
197213,EN(F),1
249291,IN(F),1
391155,IT(N),1
148321,EN(T),1
425174,EN(T),1
412534,IN(F),1
342542,IN(T),2
476828,EN(F),2
475911,IN(T),1
253501,IN(F),1
430970,EN(F),1
432325,IT(N),1
141582,IT(N),4
30688,EN(T),7
55353,IN(F),3
43381,EF(S),1
80928,EN(T),7
32785,IT(N),7
6128,IT(N),8
30061,EN(T),6
102764,IN(T),9
48701,IT(N),3
23634,IT(N),1
31138,EF(N),1
22657,IN(T),1
36199,EN(T),4
37838,EN(T),2
37550,ET(S),4
100540,ET(S),1
39726,IF(N),2
141480,IS(T),1
165483,EF(N),7
116537,EN(F),5
76774,EN(T),2
104661,EN(T),5
105940,EN(T),1
108691,IT(N),2
237257,EF(N),1
280031,IT(N),4
54569,EN(T),3
126428,IN(T),2
136652,ET(S),1
82639,EN(T),1
280018,EN(T),2
88550,EN(T),4
17530,EN(T),4
117217,IT(N),1
204960,EN(T),4
37401,EN(T),2
252944,EN(F),2
40008,IT(N),1
113198,EN(T),2
258716,IT(N),7
354814,ET(N),5
369500,EN(T),2
40964,EN(F),1
56021,ES(F),2
134937,EF(S),3
270601,EN(T),9
30218,EN(T),2
40047,IT(N),3
207577,ET(S),3
189897,IN(T),2
105941,IT(N),1
15493,EN(T),1
287188,ET(S),1
39727,IT(N),1
230763,IT(N),1
93928,EN(F),1
54808,EN(T),1
130221,EN(T),1
195609,EN(T),3
250793,IT(N),2
33383,IN(T),1
276661,IT(N),1
285822,IN(T),1
36620,EN(T),1
66042,EN(T),1
275424,IS(T),1
351237,IN(T),1
30069,IT(N),1
72900,EN(T),1
210811,IN(T),1
351178,ET(N),2
119513,EN(T),1
132585,IN(T),1
280464,IN(T),1
270650,EN(F),2
374222,EN(T),1
193604,IS(T),1
25115,EN(T),1
211355,EN(T),1
213645,EN(T),2
215123,IT(N),1
352179,EN(T),2
397380,EN(T),1
411783,IN(T),1
444458,EN(T),1
206630,EN(T),2
257253,IT(S),1
330972,EN(T),2
331749,IT(S),2
