id,classic_jungian,classic_jungian_total_voted
49905,EF(N),2
55086,IN(F),1
67674,ET(N),1
73509,ET(S),1
93779,IN(F),1
258492,IN(F),1
275675,ET(N),3
46969,EN(T),2
73372,ES(T),2
103139,ET(N),1
49999,IF(N),3
50232,IN(F),3
25808,IS(F),1
47456,EN(T),1
66781,IN(F),2
109896,IN(T),4
128628,IF(N),1
136241,IN(T),2
9841,IN(F),2
26279,ET(S),1
49425,ES(T),3
91875,EF(N),4
136548,IT(S),1
174126,ET(N),1
40529,EN(F),1
70112,ES(F),1
71847,EN(T),2
86264,IT(N),1
131750,IN(T),1
50501,ES(T),1
58114,EF(N),1
73136,IS(T),1
17175,EF(N),2
77426,ET(S),3
126520,EF(N),1
30716,ET(N),1
113545,IN(F),1
33684,IN(F),1
29494,EN(T),2
88421,IT(N),3
110542,ES(T),1
129379,EF(N),1
243195,ES(F),2
335414,IN(T),1
55444,ET(S),1
75190,EN(T),2
72236,IT(S),2
109193,EF(N),2
176656,EN(T),4
76655,IN(T),1
90196,IS(F),5
121987,IN(T),1
143809,IN(T),4
347933,IN(F),2
433757,ET(S),1
47651,ET(S),1
83950,ET(S),1
222797,ES(T),4
65492,ET(N),2
68569,EF(N),1
86787,IN(F),1
151928,ES(T),1
48639,IN(F),2
50245,IT(N),1
116595,EN(F),2
142437,IN(T),2
92478,ET(S),2
321044,IN(F),1
37102,EF(N),1
47457,IT(S),1
70214,IN(F),1
104004,IN(F),1
240632,IN(T),1
357203,EF(N),2
96184,IT(N),1
99483,IN(F),2
355266,ET(N),2
47754,IN(F),4
215401,IS(T),1
242355,IN(T),3
309742,IN(T),1
109213,EN(T),2
143232,IT(S),1
159451,EN(F),1
181100,EN(T),1
189613,IN(F),1
202721,IF(N),2
218544,IN(T),1
236881,ET(S),1
295106,IT(N),1
340488,EF(N),1
343958,IF(N),1
83944,EN(F),1
110539,EF(N),2
157038,IN(F),1
237287,IN(T),1
328475,IN(T),1
333910,IN(T),1
351926,EN(F),1
392500,IN(T),1
138410,ET(N),2
288802,IN(T),1
308504,ET(N),1
71110,EF(N),1
277688,IT(S),1
295440,ES(T),1
304678,EF(N),1
306487,IT(N),1
326943,IT(S),1
332667,EF(N),1
381781,IN(F),1
388629,ET(S),1
475655,IN(T),1
491787,ES(F),1
154468,EN(F),1
200368,IT(S),1
259787,ES(T),1
288637,IS(F),1
310143,IN(T),1
357781,IF(N),1
385968,IN(T),1
394924,ET(S),1
394952,EF(S),2
398249,IS(F),1
526916,IS(F),1
768028,EF(N),2
1095644,EF(N),1
205831,IN(F),1
452145,IS(T),1
562621,ES(F),1
803242,IT(N),1
35263,EF(S),42
10130,ET(N),13
33882,IN(T),23
736,EN(T),8
52310,EN(F),6
43962,EN(T),10
69677,IF(N),7
56748,EN(T),3
34232,EN(F),2
72837,ET(S),8
2514,EN(T),3
18125,ET(S),1
16159,ES(T),4
69214,EN(T),1
33990,ET(N),1
81303,IN(T),1
26190,IT(N),1
117300,EN(F),2
41219,EN(T),2
53903,ET(N),2
117302,IT(S),4
33989,ES(T),1
73825,IN(T),1
131986,EN(F),2
157055,EN(T),1
82953,IT(N),6
339533,ES(T),1
390642,IF(S),1
41817,ES(T),2
441270,IT(S),2
418096,ET(N),1
56756,IN(T),1
331816,ES(F),1
95575,IN(F),1
351509,IN(T),1
399103,IN(T),1
530402,IF(N),1
334586,ES(F),5
339530,IN(T),1
27996,ET(N),4
38763,ET(S),1
97841,IN(T),1
43912,EN(F),2
38943,ET(S),3
212468,EN(T),2
42029,IF(S),1
109395,IT(N),2
123590,ES(F),1
411148,EN(T),2
65767,ES(T),1
205781,IF(S),1
335010,ET(S),1
348143,ET(N),1
256200,EF(N),1
553170,ET(N),1
979751,IN(F),1
29778,ET(N),10
590,ES(T),7
23075,EN(T),2
42709,ET(S),9
18675,ET(S),2
42977,IF(S),4
40923,IN(F),4
3182,ET(N),1
54755,ET(N),2
24837,EF(S),1
90358,ET(N),3
50260,IN(T),1
11053,ES(F),1
38858,IS(T),2
24829,IS(F),1
129870,ET(N),1
46208,ET(N),3
99167,IT(S),1
85534,EF(N),1
26380,EN(F),1
50201,ET(N),1
50258,IN(T),1
13923,IT(N),2
217410,IT(S),1
41819,ET(N),2
140771,EF(N),1
42978,IN(T),2
109392,EF(N),1
127237,ET(N),1
206607,EF(N),1
202848,EF(N),1
129867,IN(F),1
42780,ES(T),1
176997,IN(F),1
481772,IN(T),1
116354,IN(T),1
264997,EF(N),1
429344,IF(N),1
196668,IN(F),1
352569,ET(N),2
599086,EF(S),1
450488,EF(N),1
751363,ET(N),3
454517,ET(N),1
524063,EN(T),1
834704,IS(T),1
3850,EF(N),63
24979,EN(T),21
41437,ET(N),19
27398,IN(T),16
179741,IF(N),15
42972,IN(T),7
107868,IN(T),1
33681,IN(T),7
231132,IF(S),1
130444,ET(N),1
102584,ET(N),3
39822,IN(F),1
74294,ES(T),1
91813,ET(N),4
74349,EN(T),1
251816,ET(N),1
49413,IT(N),1
190840,ES(T),1
170603,ET(N),5
535625,IN(F),1
367946,IN(T),1
931032,ES(T),1
308,ES(T),45
46865,EN(T),7
46837,EF(N),1
46858,EN(T),3
146453,ES(T),1
58007,EN(T),2
58243,ET(N),1
141600,IN(T),1
46866,IF(N),1
174962,IT(N),1
320323,IN(T),3
46841,IN(F),2
41821,EF(N),1
64060,ET(N),1
306757,ET(N),2
41543,ES(T),2
40037,ET(N),1
355430,ES(T),4
512603,ET(N),3
231955,IT(S),1
58005,ET(N),1
325828,IN(T),2
231160,ET(S),1
231829,ET(S),1
364695,IF(N),1
496498,ET(N),1
57995,ET(S),1
238307,IF(N),1
364694,IN(T),1
35320,ES(T),1
151916,ET(S),1
231855,EF(S),2
594131,ET(N),1
420239,EN(T),1
230847,ET(N),1
231845,IF(S),1
603701,IN(T),1
627648,ET(N),2
635435,IN(T),1
334868,ES(T),1
472978,IF(S),1
568218,IT(S),1
757792,EF(N),1
205280,IN(T),1
979614,ES(T),1
24046,IF(S),5
21557,EN(T),5
37914,EF(S),4
32806,EF(N),2
32805,EF(S),1
32807,EF(S),1
484607,ES(F),1
178484,EF(S),2
340190,ES(T),3
338090,IT(N),3
137116,IS(F),1
259045,ES(F),1
426748,ES(F),2
102517,EF(N),1
422926,ET(N),1
366233,ET(S),1
229296,EF(S),2
344654,ET(S),1
339185,ES(T),1
440745,IN(T),1
681795,IN(T),1
513089,ES(F),2
559216,ES(T),1
561451,IF(S),1
30278,ET(N),14
584204,IF(S),1
27743,IF(N),1
136089,EF(N),5
37774,ET(N),2
37779,IF(S),1
61706,IT(N),2
330332,IF(N),1
908212,EN(T),1
30270,IN(T),12
283567,IN(F),12
105143,IF(N),5
100638,IN(F),6
84452,IN(T),3
389816,ET(S),5
87988,EF(N),1
425520,EN(F),3
202372,IT(N),1
341066,IN(T),1
200512,IN(F),1
120560,IN(T),1
259750,ET(N),2
329976,IT(S),1
425585,IN(F),1
526938,IN(F),3
137703,EN(T),1
432185,EN(T),1
320381,IN(T),1
46115,ET(S),1
228111,IN(T),2
509447,ES(T),3
82671,IN(T),1
206057,IT(N),1
214099,ET(N),1
429391,IN(T),1
386996,ET(S),1
578560,EN(T),1
485365,EF(S),1
539199,IT(N),1
67206,ES(T),32
28951,EN(T),21
30586,IF(N),19
32091,IS(T),16
342070,EF(S),11
74999,ES(T),5
225796,ES(T),20
288628,IN(F),1
388016,ES(F),4
160708,EN(T),4
48440,ET(S),8
200049,EN(T),2
30581,EN(F),5
27079,EN(T),8
131448,EN(F),2
231609,EN(F),3
39160,IF(N),1
27071,IT(S),5
346322,ES(T),5
90883,EF(N),8
64345,ES(T),1
111559,ES(F),1
212396,EN(F),4
129360,IF(N),13
402320,ES(T),4
60624,EN(F),2
258267,IN(F),4
70504,IN(T),2
342178,EN(F),3
28135,ES(F),1
37861,ET(N),1
69718,IN(F),3
62630,IS(T),2
55773,IT(N),10
308019,EN(T),2
229151,IS(T),8
409379,ET(N),10
21631,EN(F),5
60578,EN(T),1
370235,IN(F),9
394323,ES(T),1
426832,ES(T),1
58646,IT(S),3
112527,EF(N),1
447124,EF(N),1
29636,EF(S),1
165572,ES(F),3
41472,EF(S),1
112259,EF(N),1
456489,ES(T),1
512184,ET(S),2
46082,EN(T),2
393483,IF(N),4
401528,IN(T),1
43355,IN(F),5
361839,EN(T),1
60467,EN(T),2
127154,IS(T),1
322866,ES(F),4
222603,IF(N),5
528274,IT(N),3
99608,EF(S),1
118885,IT(N),5
380567,EN(F),2
399813,IN(T),3
257892,EF(N),3
22791,ET(S),2
117295,EF(S),1
323656,EF(S),1
589769,ES(F),1
96877,EF(S),9
307560,ES(F),4
49339,EN(T),1
272462,EN(T),3
445226,EN(T),1
318951,EN(T),1
126212,EN(F),1
167622,EN(F),1
473006,IT(S),7
29633,EN(F),2
82606,IN(T),1
112550,ES(F),2
205780,IT(N),1
384247,IT(S),1
117210,EN(F),1
177586,ES(F),1
326708,EN(T),1
54870,EN(T),1
87414,IS(T),1
74288,ES(T),1
82500,EN(F),2
129671,IT(N),1
190177,IF(S),2
454857,IF(S),1
20224,EN(F),1
433763,EF(N),7
36194,IN(T),4
59589,EN(F),2
244120,ES(F),2
269114,EN(F),1
59580,EN(T),1
112969,ES(F),1
138044,ES(F),2
459244,EN(T),2
206284,EF(N),2
477008,ES(T),1
482156,EN(T),2
499198,ES(F),2
43499,EN(T),4
60465,EN(T),1
60946,EN(F),2
70751,EN(F),9
167956,IT(N),1
39886,ET(N),1
93246,IF(S),16
499468,IS(F),2
837446,EN(T),3
74188,IS(T),1
237715,EN(F),3
246521,IT(S),2
425950,EN(T),1
70532,IF(S),1
355749,IF(S),1
358984,ET(S),2
758938,IT(N),5
49103,IN(F),1
211568,EN(F),1
287612,EN(F),3
308996,IN(T),2
603124,EN(T),9
9823,EN(T),2
93155,ET(S),1
392154,EF(S),2
455516,ES(T),7
492763,EN(T),2
521164,ES(F),2
221299,ES(F),1
221743,ES(F),1
258207,ES(F),1
296144,ES(F),1
575762,ES(F),3
27642,EN(F),1
404866,ET(N),1
59583,ES(T),1
76937,IT(N),1
443820,ET(N),1
464377,EF(S),2
497258,EF(N),4
10304,EF(N),1
258089,ES(F),1
264291,EN(F),1
317464,IN(F),1
393741,EN(T),3
436142,EN(T),1
515996,IT(N),1
597535,IN(T),4
255024,IF(N),4
386976,ES(F),1
389646,ET(S),4
409945,ET(S),1
483705,IS(F),1
492207,EF(N),1
74974,ET(S),1
155153,IN(T),1
165332,EN(T),1
367760,EN(T),1
433478,EF(N),2
481720,IN(T),1
396661,IN(T),1
428750,ES(F),2
487787,IS(F),1
69804,EN(T),1
360544,EN(T),2
382212,EN(T),1
411173,EN(T),1
37669,IT(N),1
46495,IN(T),1
189963,ET(S),1
230580,IF(S),2
254563,EN(T),1
323659,EN(F),1
391471,ES(T),2
586573,EF(S),2
272453,EN(T),1
490128,IF(S),1
850382,ET(N),10
215220,EN(F),1
377976,ES(T),1
388059,IN(T),1
501549,EN(F),1
506759,EN(T),1
513466,IN(T),1
602500,IT(N),1
359112,EN(F),1
395713,ET(S),1
397690,ES(T),1
434037,IS(F),1
452526,ET(N),4
490704,EN(F),1
503640,ET(N),1
514935,IN(T),2
534080,ET(N),1
708332,IN(T),5
207713,ET(S),1
443561,IF(N),1
475899,IT(S),1
504236,ES(T),1
529522,EF(N),1
531066,IN(T),1
536357,IN(T),1
537103,EF(N),1
820444,IN(F),1
193857,ET(S),1
396422,ES(T),1
442394,IN(F),1
478356,ES(F),1
495336,EN(T),1
502145,EN(F),1
511548,IT(N),2
516050,EF(N),1
525728,IT(N),5
549797,EN(F),2
561355,ET(S),2
585948,EF(S),1
617971,IS(F),2
893054,IF(N),4
383888,IS(F),2
404142,EN(F),2
436465,EN(F),1
463565,ES(T),1
478023,EF(N),1
487773,ET(S),1
494709,EF(N),2
501919,EN(T),1
514054,EF(S),1
537022,ES(F),1
566780,ES(T),1
569477,ES(T),3
853771,ES(T),1
202291,EN(T),1
203527,ET(S),1
266685,EN(F),1
316239,ES(F),1
392315,EN(T),1
482436,EF(S),1
509574,EN(F),1
525737,EN(T),5
525743,IN(F),2
309069,ES(T),2
404775,ET(N),3
408572,EN(F),1
478323,ES(F),1
510337,EN(T),3
518316,EN(T),4
520846,IT(N),1
525714,ET(S),2
525724,IF(N),3
525741,IS(F),3
531603,EN(F),3
553355,ET(S),1
739001,EN(T),4
189612,IT(S),1
266630,IF(N),1
266632,ET(S),1
309070,IS(T),1
367402,EN(T),2
495985,EN(T),2
525720,EF(S),3
525727,IF(S),6
525731,IN(T),10
525733,IN(F),2
540622,ET(N),1
557149,EN(F),3
568883,EF(S),2
583323,IN(T),1
736075,IF(S),1
881655,IS(T),1
253491,IS(T),1
344635,IN(F),1
374347,ES(T),1
388397,EF(S),1
391135,ES(T),1
404791,EN(F),1
430044,EF(S),1
433948,EN(T),1
435962,IF(S),1
447142,IF(S),1
448501,EN(F),1
486240,ES(F),1
490658,ET(N),1
516322,EF(S),1
569415,IT(N),1
577700,IN(F),1
588142,IT(N),1
590142,EN(F),2
594610,EN(F),1
633229,EN(F),2
641833,EN(T),1
770357,EN(F),1
814742,ET(N),1
885117,ET(N),1
1009970,IF(S),8
1074760,ES(F),2
241158,IT(S),1
326825,EN(T),1
351707,IF(S),1
452792,IF(N),1
470479,ES(F),1
472962,EN(F),1
486880,IS(T),1
507254,EF(N),1
519720,IF(N),1
524782,ES(F),1
525726,IN(F),1
525739,ES(T),1
525742,EF(S),3
526614,IF(N),1
531054,ES(F),1
536921,IS(F),1
542267,ES(T),1
550026,IS(F),1
564091,ET(S),1
564104,IN(T),1
564106,IF(S),1
564588,IT(S),1
571034,EN(T),1
575380,IS(F),1
575383,EF(N),1
580577,ET(N),1
652054,ET(S),4
662100,IN(T),1
665721,EN(T),1
734415,IS(F),1
734493,IS(T),1
770354,EN(F),1
771684,IF(N),1
786871,IF(N),1
811892,ES(T),1
861259,IF(S),2
886180,EN(T),1
886244,EF(N),2
915194,ES(F),1
999722,IN(F),1
1007678,IN(T),1
1053468,IN(T),1
1079678,EN(T),1
1079764,ES(F),1
1079816,EN(T),1
1079870,IS(T),1
1079908,IN(F),1
1080033,ES(T),1
1084793,IN(T),2
1113093,IT(S),1
449072,IF(S),1
525716,ET(N),2
525719,EF(N),2
525732,IS(T),1
710758,IN(F),2
743466,EF(N),1
43723,EN(T),2
9257,EN(T),3
23445,IT(N),6
264267,IS(F),3
28885,IS(T),3
160695,EN(F),1
16935,ET(S),1
61595,IN(F),1
320272,IN(F),3
15147,EN(T),2
138421,ES(T),1
116005,IN(T),2
116570,ES(T),4
40046,IN(F),2
35608,EN(F),1
320271,EN(F),5
138496,ES(F),4
145431,IT(S),5
29429,IF(N),3
308379,IT(N),1
9250,EN(F),3
76735,EN(T),3
43566,IT(N),1
197527,EN(F),2
33716,IF(N),1
125952,IF(N),2
55456,EN(F),2
35789,IT(N),1
428221,ET(S),5
308485,IT(N),4
66045,EN(F),1
324182,IF(S),1
250649,EN(F),1
320714,IF(S),1
447382,IF(N),4
35804,EN(T),1
193475,IN(F),2
581575,ET(S),6
167911,ET(N),2
255049,EN(T),1
316533,IS(F),1
333778,EN(F),1
43196,EF(S),1
138535,EF(N),4
80030,ET(N),1
308839,IT(N),1
48852,IS(T),1
202326,EN(F),1
114597,EN(T),1
139391,IN(T),1
223022,IT(N),3
230259,IT(N),1
280750,EN(F),3
429172,ET(N),1
28637,EN(T),1
56066,ES(T),2
76733,IT(N),1
63100,EN(T),1
124272,IS(T),1
165574,ET(S),2
208196,EN(T),1
280749,IN(F),1
308884,IT(S),2
427000,IF(N),1
437338,IF(N),5
156586,EF(S),1
221226,IF(N),1
436481,EN(F),1
470073,ET(N),1
330626,ES(F),1
332996,IS(T),1
445815,IN(T),1
42457,EN(T),1
275739,EN(T),1
138498,IN(T),1
269731,IS(F),1
499898,ET(N),2
167821,IT(S),1
197529,IN(T),1
88761,EN(T),1
221253,EN(T),1
193472,IT(N),1
197114,IT(N),1
443699,EN(T),2
193603,EF(N),1
262893,IN(F),1
193474,IN(T),1
452922,IT(N),1
274775,IT(N),1
320449,IN(F),1
508891,IN(T),1
542293,IT(S),1
590144,IS(T),1
449905,IS(F),2
464388,IF(N),1
613436,EF(S),1
657004,ET(S),1
6305,IT(N),1
28551,EN(T),2
35162,ET(N),1
6303,ET(S),1
163756,IN(T),1
76180,IN(T),1
38592,EF(N),1
448648,IN(T),2
35025,EF(N),1
482700,EF(N),1
482707,IT(N),1
6041,EN(T),9
6042,IN(T),16
6044,ES(F),4
42492,EF(N),1
30015,ES(F),1
6043,IT(N),1
86294,ET(S),1
42757,IN(F),2
206386,ES(F),18
15857,ET(N),4
42499,EF(N),1
15856,ES(T),1
105814,IN(F),2
88674,EN(T),1
42497,IS(F),1
88673,IT(S),1
28576,EN(T),3
56464,IT(S),1
30649,IT(N),1
28569,EN(T),2
5617,EN(T),1
30648,ES(T),1
155818,IN(T),1
11143,IN(T),5
28274,ES(F),1
137823,IN(T),1
339538,IN(F),1
32182,IS(T),5
31980,ET(S),8
27345,EF(N),8
289405,IN(T),3
74909,EN(F),3
74912,ET(N),3
289067,IN(T),2
27341,EF(S),1
289409,IF(S),2
289427,EF(N),3
39099,ET(N),1
289059,ET(N),1
289462,EN(T),2
506757,ET(S),1
202931,ET(N),1
289056,IF(N),1
74919,IT(S),1
105161,IT(S),1
289396,IN(F),1
289466,IF(N),1
289400,IN(F),1
71364,IT(N),2
48733,EF(N),1
136577,IN(F),1
136580,ET(N),1
136572,IS(F),1
136574,ET(N),1
361436,EN(T),1
6807,IN(T),14
10999,IT(N),15
12618,IF(N),11
12053,EF(N),6
36512,IN(T),3
102208,ET(N),4
127953,EF(S),1
179851,IF(N),4
8846,IN(F),1
192817,IT(S),6
114040,IT(N),1
82496,ET(S),3
480729,EF(S),1
162928,IN(F),2
96674,IF(N),2
453499,ES(F),3
453506,ET(N),3
453507,IF(N),3
75205,IT(S),1
133318,IN(T),1
229797,EN(T),1
264677,IN(T),1
181631,IN(F),3
453504,EF(N),3
453508,ET(N),3
453509,IF(S),3
123560,ET(S),2
98886,EF(N),1
141498,EF(N),1
571726,ES(T),2
318559,IN(T),2
383603,IN(T),1
501891,IN(T),1
414044,IF(N),2
441413,IN(F),2
308739,IS(T),1
318594,IN(F),1
353073,ET(N),2
661223,ET(N),2
235540,EF(N),3
235544,IT(N),1
508447,IF(N),1
235564,IF(S),1
874187,IN(T),1
8831,EN(F),38
11815,EN(F),3
1304,EN(F),16
11128,ES(T),4
29190,EF(N),7
17651,EN(F),5
3507,IN(T),10
3128,ET(N),7
41461,EN(T),1
1069,IF(S),1
16881,IT(N),5
23123,EN(T),10
19925,EF(S),1
27703,IN(F),1
6762,IT(N),2
45154,EN(F),4
196935,ES(T),1
16799,ET(N),3
13543,ES(T),3
41810,ES(T),1
326125,EN(T),7
2962,EN(F),3
75462,EN(T),3
135888,IT(N),3
29794,EN(F),8
40823,EN(T),2
123580,EN(T),10
37295,ES(F),1
117777,IS(F),3
35691,EN(F),2
65309,IT(N),2
108145,IF(S),1
47386,EF(N),1
529614,IT(S),8
115576,EN(T),6
23637,EN(T),2
58367,EN(T),1
103779,EF(N),1
34678,EF(S),2
14709,ES(T),1
37913,ES(F),4
20591,IS(T),1
78949,ES(T),1
57314,EN(T),1
75290,IF(S),3
78948,ET(N),1
325996,IF(N),1
28472,IS(T),1
68245,EN(F),1
32803,EN(F),1
111748,EN(T),2
115577,ES(F),1
46023,EN(F),1
286321,EF(N),2
11649,EN(T),17
115552,EN(F),1
29186,IS(F),1
33381,ET(S),3
115578,IF(S),3
178516,ES(F),1
178169,EN(T),4
86215,EN(F),1
22602,EN(T),1
43969,EN(T),2
339099,EF(S),1
211694,EN(T),1
11728,EN(F),1
47588,ES(T),1
110103,EN(T),1
340367,IN(T),1
7267,EN(T),1
16804,ET(S),1
74458,ET(S),1
331257,EF(S),1
59405,ET(N),1
16805,ET(S),1
41506,ES(T),1
232458,EN(T),1
289433,EN(T),1
45644,IN(T),2
62605,ES(F),2
179366,ES(T),1
195612,ET(S),1
56123,EN(T),1
77370,EN(T),1
255775,EN(T),1
535618,EN(F),3
119537,EN(T),1
342450,IN(T),1
73866,ET(S),1
156435,ES(F),1
287330,EN(T),2
291708,EN(F),7
110869,ET(N),2
159420,EN(T),1
237112,IN(F),1
294533,EN(T),1
376046,EN(F),1
47006,ET(N),1
292703,EN(T),5
379547,IS(F),1
474198,EN(F),2
95866,EN(T),1
294732,ES(F),1
167713,IS(T),1
298841,ET(N),1
405525,IF(S),2
499131,ES(T),1
508122,EF(S),1
530310,IT(N),1
662287,ES(T),2
210504,ES(F),1
329143,IF(N),1
540473,EN(F),1
106196,ET(S),1
290534,EF(S),8
498925,ES(T),1
50521,EN(T),1
60144,EN(F),2
91101,EN(T),1
210494,ES(F),2
222288,IS(T),1
574332,EN(F),2
47656,EN(F),1
174261,IS(F),1
264245,EN(T),1
336356,EN(T),1
492505,IF(N),1
493963,EN(F),1
220723,EN(F),1
268739,ET(S),1
379244,EN(F),1
386306,EN(F),1
485840,EN(T),1
252833,ES(F),1
298565,EN(T),1
343018,EN(F),1
351632,EN(T),1
370779,ES(T),1
403202,EN(T),3
498138,EN(T),1
548236,EN(T),5
885392,EN(T),4
267195,EN(T),1
475937,EN(T),1
648916,IT(S),1
255877,EN(T),1
395540,EF(S),1
511575,EN(T),1
531565,EN(F),1
569165,ET(N),1
577319,IF(S),1
580097,EN(T),2
599897,EN(T),1
39847,IS(T),1
252161,EN(T),2
113255,IN(T),1
478026,EN(F),1
976,EN(F),13
21545,EN(T),6
35819,IF(N),7
21546,IF(N),4
38555,IN(T),6
33992,EN(T),3
18633,EN(T),4
20784,IT(N),1
42886,EF(S),2
40044,EN(F),1
32215,IT(N),1
40016,IF(N),5
21544,EN(F),1
185667,EN(T),2
182260,EF(N),2
40394,EN(F),3
83737,EN(F),3
141307,IF(N),2
20082,IN(F),1
42912,EN(F),1
136568,EN(F),1
155031,IN(F),1
134901,IT(N),1
201278,IT(N),1
485302,ET(S),1
496595,EN(F),1
401508,IT(N),1
42909,ES(F),1
884782,IS(F),4
417982,IF(N),1
138282,IF(S),1
555296,IF(S),1
124704,IN(T),1
79915,EN(T),12
66093,ES(T),3
203013,IN(T),5
525249,EN(T),1
154642,EF(N),1
142720,EF(N),1
344688,ES(T),1
148752,IN(T),1
326983,IF(N),2
375247,EF(S),1
210449,EF(N),2
125927,IT(N),1
344674,EF(S),1
343988,EF(N),1
344657,ET(S),1
469293,EF(N),1
641216,EN(F),1
344661,IS(T),1
582219,IT(N),1
606107,EF(S),1
639913,EN(F),1
657062,ET(S),1
657714,ET(S),1
667063,IT(S),1
442,IT(N),8
6566,EN(F),9
50204,ET(N),2
5780,EN(F),4
33411,EF(N),2
218652,IT(N),7
307978,IS(T),4
26639,EN(T),1
82291,EN(T),2
101247,IN(F),1
514009,EF(N),2
84808,IT(S),1
82292,EF(N),2
161843,EN(T),3
213967,ES(T),1
254238,EF(N),1
459274,IN(T),1
497324,EN(T),1
591880,ET(S),2
658971,ES(F),1
662429,ET(N),1
6654,ET(S),6
22677,IT(S),3
10028,IN(F),2
56246,EF(S),3
70987,EF(S),1
26464,EF(S),1
292681,EN(T),1
65136,IT(S),5
75213,ES(F),2
634292,ES(F),2
651,ET(S),9
4147,ET(N),5
17337,ET(S),6
17338,EF(S),1
161134,ET(N),1
343400,ET(N),1
454145,IT(N),1
988962,IS(T),1
9234,IN(T),1
10340,IN(F),5
32995,IN(T),1
9128,IS(T),1
106560,ET(N),1
11600,ET(N),1
12701,IS(F),4
203430,IN(T),3
41444,IF(N),1
50339,EN(T),2
61019,EF(N),2
31327,EN(F),2
62672,IF(S),1
191017,EF(N),1
127126,IN(T),3
43800,IS(T),1
20076,EN(T),2
230406,EN(T),1
80868,IF(N),2
120642,EN(T),1
34086,IS(F),1
431505,IN(T),2
252289,IF(S),1
251478,IN(T),1
7523,ET(S),32
64059,ES(T),7
24453,ET(N),11
6764,ET(S),8
65318,IN(F),2
65026,ES(T),3
64091,ET(S),3
97150,IS(F),13
68767,ES(T),1
11645,IS(F),4
96183,EF(S),2
144903,EN(T),1
21657,EN(T),3
75907,IS(T),1
136163,ET(S),1
66232,EF(S),4
261953,EF(S),2
475412,ET(N),6
137077,ET(S),1
116011,EF(S),1
30038,IT(N),1
76377,IS(F),1
70441,IN(F),1
67409,IS(T),1
137075,IN(F),1
11644,ET(S),1
144358,IN(F),1
9353,ET(S),1
88002,ET(S),1
58797,IN(T),1
55262,IS(F),1
191901,IS(T),1
365039,ES(T),1
71706,ES(T),1
397495,IT(S),1
313992,ES(F),1
177662,IN(T),1
85675,EF(N),1
266740,ET(S),1
432265,EN(T),2
1088704,IN(F),1
116388,ES(T),1
282196,IS(T),1
332280,IS(F),1
359666,ET(N),3
379034,IN(T),1
528278,IT(N),1
401473,IN(T),2
130432,EN(T),1
156248,IF(N),1
34344,IN(F),1
66052,IN(T),1
152020,IS(F),2
156663,EN(F),1
66072,IS(F),1
178860,IN(T),1
147849,EN(F),3
59985,IN(T),2
66053,EN(T),1
60009,EN(F),1
85268,IN(F),1
60007,EN(F),1
60343,IS(T),1
83886,EF(N),1
156512,EN(F),1
60337,IN(F),1
93351,EN(F),1
147820,EN(F),1
144865,ES(T),1
60003,IT(S),1
147814,ES(F),1
55670,EF(N),1
206015,ES(F),1
120903,EN(T),1
225263,IF(S),1
73105,IN(F),1
122210,IN(F),1
302284,IF(N),1
120933,ES(T),2
132555,ES(F),1
60527,IN(F),1
151898,EN(F),2
194958,ES(T),1
148745,EN(F),2
424890,EN(F),1
64667,ES(F),1
147811,IS(F),1
323160,IT(S),1
148122,IN(T),1
174337,EN(T),2
180272,EN(T),1
318382,EN(F),2
161689,EN(T),1
218653,EN(F),1
266276,IS(T),1
120931,ET(S),1
191942,EN(F),1
543363,ES(F),2
65667,EF(N),1
107310,EN(F),1
122212,ES(F),1
208948,EF(S),1
347109,ES(F),1
400819,EF(N),2
425810,EN(T),1
571156,EF(N),1
149509,EN(F),1
209280,IN(T),2
239881,IS(F),1
274897,EN(F),1
276253,ES(F),1
293549,IF(S),1
355028,EN(F),1
360490,ET(S),1
492006,IT(N),1
147837,ES(F),1
179804,IF(N),1
193887,ES(T),1
200603,IN(T),1
347116,EF(S),1
554478,EN(F),2
564752,ES(T),1
113315,ET(N),1
148756,IF(N),1
148759,EF(S),1
154379,IN(T),1
180273,EN(F),1
221847,EF(S),2
339433,IN(F),3
379502,IF(N),1
381336,IN(T),1
420686,IS(T),2
438345,EF(S),1
537682,IF(S),1
554182,IT(N),1
560251,IS(F),1
576284,EN(F),1
583926,IT(N),1
596332,EN(F),1
868408,ET(N),1
218846,IS(F),1
232852,IN(F),2
471808,EN(F),1
560746,IS(F),1
561315,IS(T),1
566773,EN(F),1
573668,EF(N),1
583146,IS(F),1
590480,IS(F),1
942231,EF(N),1
96151,ES(T),1
112582,EF(N),1
92613,EF(S),1
370368,ET(N),1
241830,EN(F),1
62868,ES(T),1
362829,ES(T),1
572711,EF(N),1
67576,EN(T),2
67575,IN(F),2
88226,EN(T),2
49547,IT(N),1
67607,IT(N),5
339724,IF(S),1
513066,IN(F),1
332481,ES(T),1
366062,EF(N),1
975185,EF(S),8
172135,ES(T),1
365711,ES(F),1
374216,IN(T),1
275673,EF(S),1
459338,IT(S),1
459360,ES(F),1
459822,ES(T),1
459369,IN(F),1
459384,IS(T),1
120580,ET(S),4
7498,EN(F),5
87289,ET(N),4
87290,EN(F),1
128401,IT(S),1
129531,EF(N),2
128400,IT(S),1
105850,EF(N),2
101195,IN(T),1
101197,EN(T),2
141444,ET(S),1
109860,IF(N),1
105853,ET(N),1
